,filepath,blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock
64,gtzan/genres_original/blues/blues.00064.wav,True,False,False,False,False,False,False,False,False,False
65,gtzan/genres_original/blues/blues.00065.wav,True,False,False,False,False,False,False,False,False,False
66,gtzan/genres_original/blues/blues.00066.wav,True,False,False,False,False,False,False,False,False,False
67,gtzan/genres_original/blues/blues.00067.wav,True,False,False,False,False,False,False,False,False,False
68,gtzan/genres_original/blues/blues.00068.wav,True,False,False,False,False,False,False,False,False,False
69,gtzan/genres_original/blues/blues.00069.wav,True,False,False,False,False,False,False,False,False,False
70,gtzan/genres_original/blues/blues.00070.wav,True,False,False,False,False,False,False,False,False,False
71,gtzan/genres_original/blues/blues.00071.wav,True,False,False,False,False,False,False,False,False,False
72,gtzan/genres_original/blues/blues.00072.wav,True,False,False,False,False,False,False,False,False,False
73,gtzan/genres_original/blues/blues.00073.wav,True,False,False,False,False,False,False,False,False,False
74,gtzan/genres_original/blues/blues.00074.wav,True,False,False,False,False,False,False,False,False,False
75,gtzan/genres_original/blues/blues.00075.wav,True,False,False,False,False,False,False,False,False,False
76,gtzan/genres_original/blues/blues.00076.wav,True,False,False,False,False,False,False,False,False,False
77,gtzan/genres_original/blues/blues.00077.wav,True,False,False,False,False,False,False,False,False,False
78,gtzan/genres_original/blues/blues.00078.wav,True,False,False,False,False,False,False,False,False,False
79,gtzan/genres_original/blues/blues.00079.wav,True,False,False,False,False,False,False,False,False,False
80,gtzan/genres_original/blues/blues.00080.wav,True,False,False,False,False,False,False,False,False,False
81,gtzan/genres_original/blues/blues.00081.wav,True,False,False,False,False,False,False,False,False,False
82,gtzan/genres_original/blues/blues.00082.wav,True,False,False,False,False,False,False,False,False,False
83,gtzan/genres_original/blues/blues.00083.wav,True,False,False,False,False,False,False,False,False,False
84,gtzan/genres_original/blues/blues.00084.wav,True,False,False,False,False,False,False,False,False,False
85,gtzan/genres_original/blues/blues.00085.wav,True,False,False,False,False,False,False,False,False,False
86,gtzan/genres_original/blues/blues.00086.wav,True,False,False,False,False,False,False,False,False,False
87,gtzan/genres_original/blues/blues.00087.wav,True,False,False,False,False,False,False,False,False,False
88,gtzan/genres_original/blues/blues.00088.wav,True,False,False,False,False,False,False,False,False,False
89,gtzan/genres_original/blues/blues.00089.wav,True,False,False,False,False,False,False,False,False,False
90,gtzan/genres_original/blues/blues.00090.wav,True,False,False,False,False,False,False,False,False,False
91,gtzan/genres_original/blues/blues.00091.wav,True,False,False,False,False,False,False,False,False,False
92,gtzan/genres_original/blues/blues.00092.wav,True,False,False,False,False,False,False,False,False,False
93,gtzan/genres_original/blues/blues.00093.wav,True,False,False,False,False,False,False,False,False,False
94,gtzan/genres_original/blues/blues.00094.wav,True,False,False,False,False,False,False,False,False,False
95,gtzan/genres_original/blues/blues.00095.wav,True,False,False,False,False,False,False,False,False,False
96,gtzan/genres_original/blues/blues.00096.wav,True,False,False,False,False,False,False,False,False,False
97,gtzan/genres_original/blues/blues.00097.wav,True,False,False,False,False,False,False,False,False,False
98,gtzan/genres_original/blues/blues.00098.wav,True,False,False,False,False,False,False,False,False,False
99,gtzan/genres_original/blues/blues.00099.wav,True,False,False,False,False,False,False,False,False,False
100,gtzan/genres_original/classical/classical.00000.wav,False,True,False,False,False,False,False,False,False,False
101,gtzan/genres_original/classical/classical.00001.wav,False,True,False,False,False,False,False,False,False,False
102,gtzan/genres_original/classical/classical.00002.wav,False,True,False,False,False,False,False,False,False,False
103,gtzan/genres_original/classical/classical.00003.wav,False,True,False,False,False,False,False,False,False,False
104,gtzan/genres_original/classical/classical.00004.wav,False,True,False,False,False,False,False,False,False,False
105,gtzan/genres_original/classical/classical.00005.wav,False,True,False,False,False,False,False,False,False,False
106,gtzan/genres_original/classical/classical.00006.wav,False,True,False,False,False,False,False,False,False,False
107,gtzan/genres_original/classical/classical.00007.wav,False,True,False,False,False,False,False,False,False,False
108,gtzan/genres_original/classical/classical.00008.wav,False,True,False,False,False,False,False,False,False,False
109,gtzan/genres_original/classical/classical.00009.wav,False,True,False,False,False,False,False,False,False,False
110,gtzan/genres_original/classical/classical.00010.wav,False,True,False,False,False,False,False,False,False,False
111,gtzan/genres_original/classical/classical.00011.wav,False,True,False,False,False,False,False,False,False,False
112,gtzan/genres_original/classical/classical.00012.wav,False,True,False,False,False,False,False,False,False,False
113,gtzan/genres_original/classical/classical.00013.wav,False,True,False,False,False,False,False,False,False,False
114,gtzan/genres_original/classical/classical.00014.wav,False,True,False,False,False,False,False,False,False,False
115,gtzan/genres_original/classical/classical.00015.wav,False,True,False,False,False,False,False,False,False,False
116,gtzan/genres_original/classical/classical.00016.wav,False,True,False,False,False,False,False,False,False,False
117,gtzan/genres_original/classical/classical.00017.wav,False,True,False,False,False,False,False,False,False,False
118,gtzan/genres_original/classical/classical.00018.wav,False,True,False,False,False,False,False,False,False,False
119,gtzan/genres_original/classical/classical.00019.wav,False,True,False,False,False,False,False,False,False,False
120,gtzan/genres_original/classical/classical.00020.wav,False,True,False,False,False,False,False,False,False,False
121,gtzan/genres_original/classical/classical.00021.wav,False,True,False,False,False,False,False,False,False,False
122,gtzan/genres_original/classical/classical.00022.wav,False,True,False,False,False,False,False,False,False,False
123,gtzan/genres_original/classical/classical.00023.wav,False,True,False,False,False,False,False,False,False,False
124,gtzan/genres_original/classical/classical.00024.wav,False,True,False,False,False,False,False,False,False,False
125,gtzan/genres_original/classical/classical.00025.wav,False,True,False,False,False,False,False,False,False,False
126,gtzan/genres_original/classical/classical.00026.wav,False,True,False,False,False,False,False,False,False,False
127,gtzan/genres_original/classical/classical.00027.wav,False,True,False,False,False,False,False,False,False,False
128,gtzan/genres_original/classical/classical.00028.wav,False,True,False,False,False,False,False,False,False,False
129,gtzan/genres_original/classical/classical.00029.wav,False,True,False,False,False,False,False,False,False,False
130,gtzan/genres_original/classical/classical.00030.wav,False,True,False,False,False,False,False,False,False,False
131,gtzan/genres_original/classical/classical.00031.wav,False,True,False,False,False,False,False,False,False,False
132,gtzan/genres_original/classical/classical.00032.wav,False,True,False,False,False,False,False,False,False,False
133,gtzan/genres_original/classical/classical.00033.wav,False,True,False,False,False,False,False,False,False,False
134,gtzan/genres_original/classical/classical.00034.wav,False,True,False,False,False,False,False,False,False,False
135,gtzan/genres_original/classical/classical.00035.wav,False,True,False,False,False,False,False,False,False,False
136,gtzan/genres_original/classical/classical.00036.wav,False,True,False,False,False,False,False,False,False,False
137,gtzan/genres_original/classical/classical.00037.wav,False,True,False,False,False,False,False,False,False,False
138,gtzan/genres_original/classical/classical.00038.wav,False,True,False,False,False,False,False,False,False,False
139,gtzan/genres_original/classical/classical.00039.wav,False,True,False,False,False,False,False,False,False,False
140,gtzan/genres_original/classical/classical.00040.wav,False,True,False,False,False,False,False,False,False,False
141,gtzan/genres_original/classical/classical.00041.wav,False,True,False,False,False,False,False,False,False,False
142,gtzan/genres_original/classical/classical.00042.wav,False,True,False,False,False,False,False,False,False,False
143,gtzan/genres_original/classical/classical.00043.wav,False,True,False,False,False,False,False,False,False,False
144,gtzan/genres_original/classical/classical.00044.wav,False,True,False,False,False,False,False,False,False,False
145,gtzan/genres_original/classical/classical.00045.wav,False,True,False,False,False,False,False,False,False,False
146,gtzan/genres_original/classical/classical.00046.wav,False,True,False,False,False,False,False,False,False,False
147,gtzan/genres_original/classical/classical.00047.wav,False,True,False,False,False,False,False,False,False,False
148,gtzan/genres_original/classical/classical.00048.wav,False,True,False,False,False,False,False,False,False,False
149,gtzan/genres_original/classical/classical.00049.wav,False,True,False,False,False,False,False,False,False,False
150,gtzan/genres_original/classical/classical.00050.wav,False,True,False,False,False,False,False,False,False,False
151,gtzan/genres_original/classical/classical.00051.wav,False,True,False,False,False,False,False,False,False,False
152,gtzan/genres_original/classical/classical.00052.wav,False,True,False,False,False,False,False,False,False,False
153,gtzan/genres_original/classical/classical.00053.wav,False,True,False,False,False,False,False,False,False,False
154,gtzan/genres_original/classical/classical.00054.wav,False,True,False,False,False,False,False,False,False,False
155,gtzan/genres_original/classical/classical.00055.wav,False,True,False,False,False,False,False,False,False,False
156,gtzan/genres_original/classical/classical.00056.wav,False,True,False,False,False,False,False,False,False,False
157,gtzan/genres_original/classical/classical.00057.wav,False,True,False,False,False,False,False,False,False,False
158,gtzan/genres_original/classical/classical.00058.wav,False,True,False,False,False,False,False,False,False,False
159,gtzan/genres_original/classical/classical.00059.wav,False,True,False,False,False,False,False,False,False,False
160,gtzan/genres_original/classical/classical.00060.wav,False,True,False,False,False,False,False,False,False,False
161,gtzan/genres_original/classical/classical.00061.wav,False,True,False,False,False,False,False,False,False,False
162,gtzan/genres_original/classical/classical.00062.wav,False,True,False,False,False,False,False,False,False,False
163,gtzan/genres_original/classical/classical.00063.wav,False,True,False,False,False,False,False,False,False,False
164,gtzan/genres_original/classical/classical.00064.wav,False,True,False,False,False,False,False,False,False,False
165,gtzan/genres_original/classical/classical.00065.wav,False,True,False,False,False,False,False,False,False,False
166,gtzan/genres_original/classical/classical.00066.wav,False,True,False,False,False,False,False,False,False,False
167,gtzan/genres_original/classical/classical.00067.wav,False,True,False,False,False,False,False,False,False,False
168,gtzan/genres_original/classical/classical.00068.wav,False,True,False,False,False,False,False,False,False,False
169,gtzan/genres_original/classical/classical.00069.wav,False,True,False,False,False,False,False,False,False,False
170,gtzan/genres_original/classical/classical.00070.wav,False,True,False,False,False,False,False,False,False,False
171,gtzan/genres_original/classical/classical.00071.wav,False,True,False,False,False,False,False,False,False,False
172,gtzan/genres_original/classical/classical.00072.wav,False,True,False,False,False,False,False,False,False,False
173,gtzan/genres_original/classical/classical.00073.wav,False,True,False,False,False,False,False,False,False,False
174,gtzan/genres_original/classical/classical.00074.wav,False,True,False,False,False,False,False,False,False,False
175,gtzan/genres_original/classical/classical.00075.wav,False,True,False,False,False,False,False,False,False,False
176,gtzan/genres_original/classical/classical.00076.wav,False,True,False,False,False,False,False,False,False,False
177,gtzan/genres_original/classical/classical.00077.wav,False,True,False,False,False,False,False,False,False,False
178,gtzan/genres_original/classical/classical.00078.wav,False,True,False,False,False,False,False,False,False,False
179,gtzan/genres_original/classical/classical.00079.wav,False,True,False,False,False,False,False,False,False,False
180,gtzan/genres_original/classical/classical.00080.wav,False,True,False,False,False,False,False,False,False,False
181,gtzan/genres_original/classical/classical.00081.wav,False,True,False,False,False,False,False,False,False,False
182,gtzan/genres_original/classical/classical.00082.wav,False,True,False,False,False,False,False,False,False,False
183,gtzan/genres_original/classical/classical.00083.wav,False,True,False,False,False,False,False,False,False,False
184,gtzan/genres_original/classical/classical.00084.wav,False,True,False,False,False,False,False,False,False,False
185,gtzan/genres_original/classical/classical.00085.wav,False,True,False,False,False,False,False,False,False,False
186,gtzan/genres_original/classical/classical.00086.wav,False,True,False,False,False,False,False,False,False,False
187,gtzan/genres_original/classical/classical.00087.wav,False,True,False,False,False,False,False,False,False,False
188,gtzan/genres_original/classical/classical.00088.wav,False,True,False,False,False,False,False,False,False,False
189,gtzan/genres_original/classical/classical.00089.wav,False,True,False,False,False,False,False,False,False,False
190,gtzan/genres_original/classical/classical.00090.wav,False,True,False,False,False,False,False,False,False,False
191,gtzan/genres_original/classical/classical.00091.wav,False,True,False,False,False,False,False,False,False,False
192,gtzan/genres_original/classical/classical.00092.wav,False,True,False,False,False,False,False,False,False,False
193,gtzan/genres_original/classical/classical.00093.wav,False,True,False,False,False,False,False,False,False,False
194,gtzan/genres_original/classical/classical.00094.wav,False,True,False,False,False,False,False,False,False,False
195,gtzan/genres_original/classical/classical.00095.wav,False,True,False,False,False,False,False,False,False,False
196,gtzan/genres_original/classical/classical.00096.wav,False,True,False,False,False,False,False,False,False,False
197,gtzan/genres_original/classical/classical.00097.wav,False,True,False,False,False,False,False,False,False,False
198,gtzan/genres_original/classical/classical.00098.wav,False,True,False,False,False,False,False,False,False,False
199,gtzan/genres_original/classical/classical.00099.wav,False,True,False,False,False,False,False,False,False,False
200,gtzan/genres_original/country/country.00000.wav,False,False,True,False,False,False,False,False,False,False
201,gtzan/genres_original/country/country.00001.wav,False,False,True,False,False,False,False,False,False,False
202,gtzan/genres_original/country/country.00002.wav,False,False,True,False,False,False,False,False,False,False
203,gtzan/genres_original/country/country.00003.wav,False,False,True,False,False,False,False,False,False,False
204,gtzan/genres_original/country/country.00004.wav,False,False,True,False,False,False,False,False,False,False
205,gtzan/genres_original/country/country.00005.wav,False,False,True,False,False,False,False,False,False,False
206,gtzan/genres_original/country/country.00006.wav,False,False,True,False,False,False,False,False,False,False
207,gtzan/genres_original/country/country.00007.wav,False,False,True,False,False,False,False,False,False,False
208,gtzan/genres_original/country/country.00008.wav,False,False,True,False,False,False,False,False,False,False
209,gtzan/genres_original/country/country.00009.wav,False,False,True,False,False,False,False,False,False,False
210,gtzan/genres_original/country/country.00010.wav,False,False,True,False,False,False,False,False,False,False
211,gtzan/genres_original/country/country.00011.wav,False,False,True,False,False,False,False,False,False,False
212,gtzan/genres_original/country/country.00012.wav,False,False,True,False,False,False,False,False,False,False
213,gtzan/genres_original/country/country.00013.wav,False,False,True,False,False,False,False,False,False,False
214,gtzan/genres_original/country/country.00014.wav,False,False,True,False,False,False,False,False,False,False
215,gtzan/genres_original/country/country.00015.wav,False,False,True,False,False,False,False,False,False,False
216,gtzan/genres_original/country/country.00016.wav,False,False,True,False,False,False,False,False,False,False
217,gtzan/genres_original/country/country.00017.wav,False,False,True,False,False,False,False,False,False,False
218,gtzan/genres_original/country/country.00018.wav,False,False,True,False,False,False,False,False,False,False
219,gtzan/genres_original/country/country.00019.wav,False,False,True,False,False,False,False,False,False,False
220,gtzan/genres_original/country/country.00020.wav,False,False,True,False,False,False,False,False,False,False
221,gtzan/genres_original/country/country.00021.wav,False,False,True,False,False,False,False,False,False,False
222,gtzan/genres_original/country/country.00022.wav,False,False,True,False,False,False,False,False,False,False
223,gtzan/genres_original/country/country.00023.wav,False,False,True,False,False,False,False,False,False,False
224,gtzan/genres_original/country/country.00024.wav,False,False,True,False,False,False,False,False,False,False
225,gtzan/genres_original/country/country.00025.wav,False,False,True,False,False,False,False,False,False,False
226,gtzan/genres_original/country/country.00026.wav,False,False,True,False,False,False,False,False,False,False
227,gtzan/genres_original/country/country.00027.wav,False,False,True,False,False,False,False,False,False,False
228,gtzan/genres_original/country/country.00028.wav,False,False,True,False,False,False,False,False,False,False
229,gtzan/genres_original/country/country.00029.wav,False,False,True,False,False,False,False,False,False,False
230,gtzan/genres_original/country/country.00030.wav,False,False,True,False,False,False,False,False,False,False
231,gtzan/genres_original/country/country.00031.wav,False,False,True,False,False,False,False,False,False,False
232,gtzan/genres_original/country/country.00032.wav,False,False,True,False,False,False,False,False,False,False
233,gtzan/genres_original/country/country.00033.wav,False,False,True,False,False,False,False,False,False,False
234,gtzan/genres_original/country/country.00034.wav,False,False,True,False,False,False,False,False,False,False
235,gtzan/genres_original/country/country.00035.wav,False,False,True,False,False,False,False,False,False,False
236,gtzan/genres_original/country/country.00036.wav,False,False,True,False,False,False,False,False,False,False
237,gtzan/genres_original/country/country.00037.wav,False,False,True,False,False,False,False,False,False,False
238,gtzan/genres_original/country/country.00038.wav,False,False,True,False,False,False,False,False,False,False
239,gtzan/genres_original/country/country.00039.wav,False,False,True,False,False,False,False,False,False,False
240,gtzan/genres_original/country/country.00040.wav,False,False,True,False,False,False,False,False,False,False
241,gtzan/genres_original/country/country.00041.wav,False,False,True,False,False,False,False,False,False,False
242,gtzan/genres_original/country/country.00042.wav,False,False,True,False,False,False,False,False,False,False
243,gtzan/genres_original/country/country.00043.wav,False,False,True,False,False,False,False,False,False,False
244,gtzan/genres_original/country/country.00044.wav,False,False,True,False,False,False,False,False,False,False
245,gtzan/genres_original/country/country.00045.wav,False,False,True,False,False,False,False,False,False,False
246,gtzan/genres_original/country/country.00046.wav,False,False,True,False,False,False,False,False,False,False
247,gtzan/genres_original/country/country.00047.wav,False,False,True,False,False,False,False,False,False,False
248,gtzan/genres_original/country/country.00048.wav,False,False,True,False,False,False,False,False,False,False
249,gtzan/genres_original/country/country.00049.wav,False,False,True,False,False,False,False,False,False,False
250,gtzan/genres_original/country/country.00050.wav,False,False,True,False,False,False,False,False,False,False
251,gtzan/genres_original/country/country.00051.wav,False,False,True,False,False,False,False,False,False,False
252,gtzan/genres_original/country/country.00052.wav,False,False,True,False,False,False,False,False,False,False
253,gtzan/genres_original/country/country.00053.wav,False,False,True,False,False,False,False,False,False,False
254,gtzan/genres_original/country/country.00054.wav,False,False,True,False,False,False,False,False,False,False
255,gtzan/genres_original/country/country.00055.wav,False,False,True,False,False,False,False,False,False,False
256,gtzan/genres_original/country/country.00056.wav,False,False,True,False,False,False,False,False,False,False
257,gtzan/genres_original/country/country.00057.wav,False,False,True,False,False,False,False,False,False,False
258,gtzan/genres_original/country/country.00058.wav,False,False,True,False,False,False,False,False,False,False
259,gtzan/genres_original/country/country.00059.wav,False,False,True,False,False,False,False,False,False,False
260,gtzan/genres_original/country/country.00060.wav,False,False,True,False,False,False,False,False,False,False
261,gtzan/genres_original/country/country.00061.wav,False,False,True,False,False,False,False,False,False,False
262,gtzan/genres_original/country/country.00062.wav,False,False,True,False,False,False,False,False,False,False
263,gtzan/genres_original/country/country.00063.wav,False,False,True,False,False,False,False,False,False,False
264,gtzan/genres_original/country/country.00064.wav,False,False,True,False,False,False,False,False,False,False
265,gtzan/genres_original/country/country.00065.wav,False,False,True,False,False,False,False,False,False,False
266,gtzan/genres_original/country/country.00066.wav,False,False,True,False,False,False,False,False,False,False
267,gtzan/genres_original/country/country.00067.wav,False,False,True,False,False,False,False,False,False,False
268,gtzan/genres_original/country/country.00068.wav,False,False,True,False,False,False,False,False,False,False
269,gtzan/genres_original/country/country.00069.wav,False,False,True,False,False,False,False,False,False,False
270,gtzan/genres_original/country/country.00070.wav,False,False,True,False,False,False,False,False,False,False
271,gtzan/genres_original/country/country.00071.wav,False,False,True,False,False,False,False,False,False,False
272,gtzan/genres_original/country/country.00072.wav,False,False,True,False,False,False,False,False,False,False
273,gtzan/genres_original/country/country.00073.wav,False,False,True,False,False,False,False,False,False,False
274,gtzan/genres_original/country/country.00074.wav,False,False,True,False,False,False,False,False,False,False
275,gtzan/genres_original/country/country.00075.wav,False,False,True,False,False,False,False,False,False,False
276,gtzan/genres_original/country/country.00076.wav,False,False,True,False,False,False,False,False,False,False
277,gtzan/genres_original/country/country.00077.wav,False,False,True,False,False,False,False,False,False,False
278,gtzan/genres_original/country/country.00078.wav,False,False,True,False,False,False,False,False,False,False
279,gtzan/genres_original/country/country.00079.wav,False,False,True,False,False,False,False,False,False,False
280,gtzan/genres_original/country/country.00080.wav,False,False,True,False,False,False,False,False,False,False
281,gtzan/genres_original/country/country.00081.wav,False,False,True,False,False,False,False,False,False,False
282,gtzan/genres_original/country/country.00082.wav,False,False,True,False,False,False,False,False,False,False
283,gtzan/genres_original/country/country.00083.wav,False,False,True,False,False,False,False,False,False,False
284,gtzan/genres_original/country/country.00084.wav,False,False,True,False,False,False,False,False,False,False
285,gtzan/genres_original/country/country.00085.wav,False,False,True,False,False,False,False,False,False,False
286,gtzan/genres_original/country/country.00086.wav,False,False,True,False,False,False,False,False,False,False
287,gtzan/genres_original/country/country.00087.wav,False,False,True,False,False,False,False,False,False,False
288,gtzan/genres_original/country/country.00088.wav,False,False,True,False,False,False,False,False,False,False
289,gtzan/genres_original/country/country.00089.wav,False,False,True,False,False,False,False,False,False,False
290,gtzan/genres_original/country/country.00090.wav,False,False,True,False,False,False,False,False,False,False
291,gtzan/genres_original/country/country.00091.wav,False,False,True,False,False,False,False,False,False,False
292,gtzan/genres_original/country/country.00092.wav,False,False,True,False,False,False,False,False,False,False
293,gtzan/genres_original/country/country.00093.wav,False,False,True,False,False,False,False,False,False,False
294,gtzan/genres_original/country/country.00094.wav,False,False,True,False,False,False,False,False,False,False
295,gtzan/genres_original/country/country.00095.wav,False,False,True,False,False,False,False,False,False,False
296,gtzan/genres_original/country/country.00096.wav,False,False,True,False,False,False,False,False,False,False
297,gtzan/genres_original/country/country.00097.wav,False,False,True,False,False,False,False,False,False,False
298,gtzan/genres_original/country/country.00098.wav,False,False,True,False,False,False,False,False,False,False
299,gtzan/genres_original/country/country.00099.wav,False,False,True,False,False,False,False,False,False,False
300,gtzan/genres_original/disco/disco.00000.wav,False,False,False,True,False,False,False,False,False,False
301,gtzan/genres_original/disco/disco.00001.wav,False,False,False,True,False,False,False,False,False,False
302,gtzan/genres_original/disco/disco.00002.wav,False,False,False,True,False,False,False,False,False,False
303,gtzan/genres_original/disco/disco.00003.wav,False,False,False,True,False,False,False,False,False,False
304,gtzan/genres_original/disco/disco.00004.wav,False,False,False,True,False,False,False,False,False,False
305,gtzan/genres_original/disco/disco.00005.wav,False,False,False,True,False,False,False,False,False,False
306,gtzan/genres_original/disco/disco.00006.wav,False,False,False,True,False,False,False,False,False,False
307,gtzan/genres_original/disco/disco.00007.wav,False,False,False,True,False,False,False,False,False,False
308,gtzan/genres_original/disco/disco.00008.wav,False,False,False,True,False,False,False,False,False,False
309,gtzan/genres_original/disco/disco.00009.wav,False,False,False,True,False,False,False,False,False,False
310,gtzan/genres_original/disco/disco.00010.wav,False,False,False,True,False,False,False,False,False,False
311,gtzan/genres_original/disco/disco.00011.wav,False,False,False,True,False,False,False,False,False,False
312,gtzan/genres_original/disco/disco.00012.wav,False,False,False,True,False,False,False,False,False,False
313,gtzan/genres_original/disco/disco.00013.wav,False,False,False,True,False,False,False,False,False,False
314,gtzan/genres_original/disco/disco.00014.wav,False,False,False,True,False,False,False,False,False,False
315,gtzan/genres_original/disco/disco.00015.wav,False,False,False,True,False,False,False,False,False,False
316,gtzan/genres_original/disco/disco.00016.wav,False,False,False,True,False,False,False,False,False,False
317,gtzan/genres_original/disco/disco.00017.wav,False,False,False,True,False,False,False,False,False,False
318,gtzan/genres_original/disco/disco.00018.wav,False,False,False,True,False,False,False,False,False,False
319,gtzan/genres_original/disco/disco.00019.wav,False,False,False,True,False,False,False,False,False,False
320,gtzan/genres_original/disco/disco.00020.wav,False,False,False,True,False,False,False,False,False,False
